symbol,name,exchange,listing_date
AVNW,Aviat Networks Inc,NASDAQ,07-02-1991
AVO,Mission Produce Inc,NASDAQ,01-10-2020
AVPT,AvePoint Inc - Class A,NASDAQ,05-11-2019
AVPTW,AvePoint Inc - Warrants (18/09/2026),NASDAQ,05-11-2019
AVR,Anteris Technologies Global Corp,NASDAQ,13-12-2024
AVRE,AVANTIS REAL ESTATE ETF ,NYSE ARCA,30-09-2021
AVRO,,NASDAQ,21-06-2024
AVS,Direxion Daily AVGO Bear 1X Shares,NASDAQ,10-10-2024
AVSC,AVANTIS U.S. SMALL CAP EQUITY ETF ,NYSE ARCA,13-01-2022
AVSD,AVANTIS RESPONSIBLE INTERNATIONAL EQUITY ETF ,NYSE ARCA,17-03-2022
AVSE,AVANTIS RESPONSIBLE EMERGING MARKETS EQUITY ETF ,NYSE ARCA,30-03-2022
AVSF,AVANTIS SHORT-TERM FIXED INCOME ETF ,NYSE ARCA,15-10-2020
AVSU,AVANTIS RESPONSIBLE U.S. EQUITY ETF ,NYSE ARCA,17-03-2022
AVT,Avnet Inc,NASDAQ,03-05-1973
AVTE,Aerovate Therapeutics Inc,NASDAQ,30-06-2021
AVTR,Avantor Inc,NYSE,17-05-2019
AVTX,Avalo Therapeutics Inc,NASDAQ,13-11-2015
AVUS,AVANTIS U.S. EQUITY ETF ,NYSE ARCA,26-09-2019
AVUV,AVANTIS U.S. SMALL CAP VALUE ETF ,NYSE ARCA,26-09-2019
AVXC,Avantis Emerging Markets ex-China Equity ETF,NASDAQ,21-03-2024
AVXL,Anavex Life Sciences Corporation,NASDAQ,02-08-2006
AVY,Avery Dennison Corp,NYSE,29-12-1983
AWAY,Amplify Travel Tech ETF,NYSE ARCA,13-02-2020
AWEG,ALGER WEATHERBIE ENDURING GROWTH ETF ,NYSE ARCA,07-03-2023
AWF,AllianceBernstein Global High Income Fund Inc,NYSE,29-07-1993
AWH,Aspira Women`s Health Inc,NASDAQ,02-10-2000
AWI,Armstrong World Industries Inc,NYSE,18-10-2006
AWK,American Water Works Co. Inc,NYSE,23-04-2008
AWP,abrdn Global Premier Properties Fund,NYSE,26-04-2007
AWR,American States Water Company,NYSE,26-03-1990
AWRE,Aware Inc,NASDAQ,19-11-1996
AWX,Avalon Holdings Corp - Class A,NYSE MKT,23-06-1998
AX,Axos Financial Inc,NYSE,01-10-2018
AXAC-R,AXIOS Sustainable Growth Acquisition Corporation Rights to receive onetenth 110 of one Class A ordinary share,NYSE,25-03-2022
AXDX,Accelerate Diagnostics Inc,NASDAQ,19-11-1996
AXGN,Axogen Inc,NASDAQ,27-03-1990
AXL,American Axle & Manufacturing Holdings Inc,NYSE,29-01-1999
AXNX,Axonics Inc,NASDAQ,31-10-2018
AXON,Axon Enterprise Inc,NASDAQ,07-06-2001
AXP,American Express Company,NYSE,01-06-1972
AXR,AMREP Corp,NYSE,03-05-1973
AXS,Axis Capital Holdings Ltd,NYSE,01-07-2003
AXS-P-E,Axis Capital Holdings Ltd,NYSE,22-11-2016
AXSM,Axsome Therapeutics Inc,NASDAQ,19-11-2015
AXTA,Axalta Coating Systems Ltd,NYSE,12-11-2014
AXTI,AXT Inc,NASDAQ,21-05-1998
AYI,Acuity Brands Inc,NYSE,03-12-2001
AYRO,AYRO Inc,NASDAQ,30-01-2018
AYTU,Aytu BioPharma Inc,NASDAQ,01-02-2017
AZ,A2Z Smart Technologies Corp,NASDAQ,12-05-2020
AZEK,AZEK Company Inc - Class A,NYSE,12-06-2020
AZI,Autozi Internet Technology (Global) Ltd - Class A,NASDAQ,28-08-2024
AZN,Astrazeneca plc,NASDAQ,17-05-1993
AZNH,AstraZeneca PLC ADRhedged,BATS,07-10-2024
AZO,Autozone Inc,NYSE,02-04-1991
AZPN,Aspen Technology Inc,NASDAQ,26-10-1994
AZTA,Azenta Inc,NASDAQ,02-02-1995
AZTD,AZTLAN GLOBAL STOCK SELECTION DM SMID ETF ,NYSE ARCA,18-08-2022
AZTR,Azitra Inc,NYSE MKT,16-06-2023
AZUL,Azul S.A.,NYSE,11-04-2017
AZZ,AZZ Inc,NYSE,07-09-1984
BA,Boeing Company,NYSE,02-01-1962
BAB,INVESCO TAXABLE MUNICIPAL BOND ETF ,NYSE ARCA,17-11-2009
BABA,Alibaba Group Holding Ltd,NYSE,19-09-2014
BABO,YieldMax BABA Option Income Strategy ETF,NYSE ARCA,08-08-2024
BABX,GRANITESHARES 1.75X LONG BABA DAILY ETF ,NASDAQ,13-12-2022
BAC,Bank Of America Corp,NYSE,29-05-1986
BAC-P-B,Bank Of America Corp,NYSE,17-05-2018
BAC-P-E,Bank Of America Corp,NYSE,28-12-2006
BAC-P-K,Bank Of America Corp,NYSE,18-07-2018
BAC-P-L,Bank Of America Corp,NYSE,22-09-2014
BAC-P-M,Bank Of America Corp,NYSE,18-06-2019
BAC-P-N,Bank Of America Corp. PRF PERPETUAL USD Ser LL DpSh11000th,NYSE,11-09-2019
BAC-P-O,Bank Of America Corp,NYSE,28-10-2020
BAC-P-P,Bank Of America Corp,NYSE,22-01-2021
BAC-P-Q,Bank Of America Corp,NYSE,20-10-2021
BAC-P-S,Bank Of America Corp,NYSE,28-01-2022
BACK,IMAC Holdings Inc,NASDAQ,13-02-2019
BACQ,Bleichroeder Acquisition Corp I - Class A,NASDAQ,02-12-2024
BACQR,Bleichroeder Acquisition Corp I,NASDAQ,02-12-2024
BACQU,Bleichroeder Acquisition Corp I - Units (1 Ord Class A & 1/3 War),NASDAQ,01-11-2024
BAD,B.A.D. ETF,NYSE ARCA,22-12-2021
BAER,Bridger Aerospace Group Holdings Inc - Class A,NASDAQ,17-03-2021
BAERW,Bridger Aerospace Group Holdings Inc - Warrants (24/01/2028),NASDAQ,15-03-2021
BAFE,Brown Advisory Flexible Equity ETF,NASDAQ,18-11-2024
BAFN,BayFirst Financial Corp,NASDAQ,20-11-2019
BAH,Booz Allen Hamilton Holding Corp - Class A,NYSE,18-11-2010
BAI,iShares A.I. Innovation and Tech Active ETF,NYSE ARCA,22-10-2024
BAK,Braskem S.A.,NYSE,13-01-1999
BALI,BlackRock Advantage Large Cap Income ETF,BATS,28-09-2023
BALL,Ball Corp,NYSE,07-09-1984
BALT,Innovator Defined Wealth Shield ETF,BATS,01-07-2021
BALY,Ballys Corporation,NYSE,29-03-2019
BALY-T,Ballys Corporation Rolling Shares,NYSE,21-11-2024
BAM,Brookfield Asset Management Ltd - Class A,NYSE,01-12-2022
BAMA,Brookstone Active ETF,BATS,28-09-2023
BAMB,Brookstone Intermediate Bond ETF,BATS,27-09-2023
BAMD,Brookstone Dividend Stock ETF,BATS,28-09-2023
BAMG,Brookstone Growth Stock ETF,BATS,27-09-2023
BAMO,Brookstone Opportunities ETF,BATS,28-09-2023
BAMU,Brookstone Ultra-Short Bond ETF,BATS,27-09-2023
BAMV,Brookstone Value Stock ETF,BATS,27-09-2023
BAMY,Brookstone Yield ETF,BATS,28-09-2023
BANC,Banc of California Inc,NYSE,01-10-2002
BANC-P-F,Banc of California Inc,NYSE,01-12-2023
BAND,Bandwidth Inc - Class A,NASDAQ,10-11-2017
BANF,Bancfirst Corp,NASDAQ,26-03-1990
BANFP,BancFirst Corporation 72 Cumulative Trust Preferred Securities,NASDAQ,16-03-2004
BANL,CBL International Ltd,NASDAQ,23-03-2023
BANR,Banner Corp,NASDAQ,01-11-1995
BANX,ArrowMark Financial Corp,NASDAQ,07-11-2013
BAOS,Baosheng Media Group Holdings Ltd,NASDAQ,08-02-2021
BAP,Credicorp Ltd,NYSE,25-10-1995
BAPR,Innovator U.S. Equity Buffer ETF - April,BATS,01-04-2019
BAR,GraniteShares Gold Shares,NYSE ARCA,31-08-2017
BARK,BARK Inc - Class A,NYSE,18-12-2020
BARK-WS,Original BARK Co The Wt Exp 05012026,NYSE,02-06-2021
BASE,Couchbase Inc,NASDAQ,22-07-2021
BATL,Battalion Oil Corp (New),NYSE MKT,24-12-2019
BATRA,Atlanta Braves Holdings Inc - Class A,NASDAQ,18-04-2016
BATRK,Atlanta Braves Holdings Inc - Class C,NASDAQ,18-04-2016
BATT,AMPLIFY LITHIUM & BATTERY TECHNOLOGY ETF ,NYSE ARCA,06-06-2018
BAUG,Innovator U.S. Equity Buffer ETF - August,BATS,01-08-2019
BAX,Baxter International Inc,NYSE,27-10-1981
BAYA,Bayview Acquisition Corp,NASDAQ,29-12-2023
BAYAR,Bayview Acquisition Corp,NASDAQ,29-12-2023
BAYAU,Bayview Acquisition Corp - Units (1 Ord & 1 Right),NASDAQ,15-12-2023
BB,BlackBerry Ltd,NYSE,04-02-1999
BBAG,JPMORGAN BETABUILDERS U.S. AGGREGATE BOND ETF ,NYSE ARCA,14-12-2018
BBAI,BigBear.ai Inc,NYSE,17-12-2021
BBAI-WS,BigBear.ai Inc Redeemable Warrants each exercisable for one share of Common Stock at an exercise price of 11.50 per share,NYSE,08-12-2021
BBAR,BBVA Argentina,NYSE,24-11-1993
BBAX,JPMORGAN BETABUILDERS DEVELOPED ASIA PACIFIC EX-JAPAN ETF ,BATS,08-08-2018
BBBI,BondBloxx BBB Rated 5-10 Year Corporate Bond ETF,NYSE ARCA,25-01-2024
BBBL,BondBloxx BBB Rated 10+ Year Corporate Bond ETF,NYSE ARCA,25-01-2024
BBBS,BondBloxx BBB Rated 1-5 Year Corporate Bond ETF,NYSE ARCA,25-01-2024
BBC,Virtus LifeSci Biotech Clinical Trials ETF,NYSE ARCA,17-12-2014
BBCA,JPMORGAN BETABUILDERS CANADA ETF ,BATS,08-08-2018
BBCB,JPMORGAN BETABUILDERS USD INVESTMENT GRADE CORPORATE BOND ETF ,NYSE ARCA,14-12-2018
BBCP,Concrete Pumping Holdings Inc - Class A,NASDAQ,21-08-2017
BBD,Banco Bradesco S.A.,NYSE,23-11-2001
BBDC,Barings BDC Inc,NYSE,03-08-2018
BBDO,Banco Bradesco S.A.,NYSE,13-03-2012
BBEM,JPMORGAN BETABUILDERS EMERGING MARKETS EQUITY ETF ,BATS,11-05-2023
BBEU,JPMORGAN BETABUILDERS EUROPE ETF ,BATS,18-06-2018
BBGI,Beasley Broadcast Group Inc - Class A,NASDAQ,11-02-2000
BBH,VANECK BIOTECH ETF ,NASDAQ,23-11-1999
BBHY,JPMORGAN BETABUILDERS USD HIGH YIELD CORPORATE BOND ETF ,BATS,15-09-2016
BBIB,JPMORGAN BETABUILDERS U.S. TREASURY BOND 3-10 YEAR ETF ,BATS,20-04-2023
BBIN,JPMORGAN BETABUILDERS INTERNATIONAL EQUITY ETF ,BATS,05-12-2019
BBIO,BridgeBio Pharma Inc,NASDAQ,27-06-2019
BBJP,JPMORGAN BETABUILDERS JAPAN ETF ,BATS,18-06-2018
BBLB,JPMORGAN BETABUILDERS U.S. TREASURY BOND 20+ YEAR ETF ,BATS,20-04-2023
BBLG,Bone Biologics Corp,NASDAQ,31-03-2016
BBLGW,Bone Biologics Corp - Warrants (13/10/2026),NASDAQ,13-10-2021
BBLN,Babylon Holdings Ltd - Class A,NYSE,01-04-2021
BBLU,EA BRIDGEWAY BLUE CHIP ETF ,NYSE ARCA,17-10-2022
BBMC,JPMORGAN BETABUILDERS U.S. MID CAP EQUITY ETF ,NYSE ARCA,15-04-2020
BBN,BlackRock Taxable Municipal Bond Trust,NYSE,30-08-2010
BBNX,Beta Bionics Inc,NASDAQ,30-01-2025
BBP,VIRTUS LIFESCI BIOTECH PRODUCTS ETF ,NYSE ARCA,17-12-2014
BBRE,JPMORGAN BETABUILDERS MSCI US REIT ETF ,BATS,18-06-2018
BBSB,JPMORGAN BETABUILDERS U.S. TREASURY BOND 1-3 YEAR ETF ,BATS,20-04-2023
BBSC,JPMORGAN BETABUILDERS U.S. SMALL CAP EQUITY ETF ,NYSE ARCA,17-11-2020
BBSI,Barrett Business Services Inc,NASDAQ,14-06-1993
BBU,Brookfield Business Partners L.P.,NYSE,17-06-2016
BBUC,Brookfield Business Corp - Class A - Class A (Sub Voting),NYSE,07-03-2022
BBUS,JPMORGAN BETABUILDERS U.S. EQUITY ETF ,BATS,13-03-2019
BBVA,Banco Bilbao Vizcaya Argentaria.,NYSE,15-12-1988
BBW,Build A Bear Workshop Inc,NYSE,28-10-2004
BBWI,Bath & Body Works Inc,NYSE,01-07-1985
BBY,Best Buy Co. Inc,NYSE,19-04-1985
BC,Brunswick Corp,NYSE,31-12-1981
BC/PA,Brunswick Corp,NYSE,08-10-2018
BC/PB,Brunswick Corp,NYSE,06-12-2018
BC/PC,Brunswick Corp,NYSE,08-03-2019
BCAB,BioAtla Inc,NASDAQ,16-12-2020
BCAL,Southern Calif Bancorp,NASDAQ,22-12-2015
BCAT,BlackRock Capital Allocation Term Trust,NYSE,25-09-2020
BCAX,Bicara Therapeutics Inc,NASDAQ,13-09-2024
BCBP,BCB Bancorp Inc (NJ),NASDAQ,15-10-2003
BCC,Boise Cascade Company,NYSE,06-02-2013
BCD,ABRDN BLOOMBERG ALL COMMODITY LONGER DATED STRATEGY K-1 FREE ETF ,NYSE ARCA,31-03-2017
BCDA,BioCardia Inc,NASDAQ,14-03-2008
BCDF,HORIZON KINETICS BLOCKCHAIN DEVELOPMENT ETF ,NYSE ARCA,02-08-2022
BCE,BCE Inc,NYSE,15-11-1982
BCG,Binah Capital Group Inc,NASDAQ,27-03-2024
BCGWW,Binah Capital Group Inc - Warrants (13/03/2029),NASDAQ,28-03-2024
BCH,Banco de Chile,NYSE,08-01-2002
BCHI,GMO Beyond China ETF,NYSE ARCA,13-02-2025
BCHP,PRINCIPAL FOCUSED BLUE CHIP ETF ,BATS,13-07-2023
BCI,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,NYSE ARCA,31-03-2017
BCIL,Bancreek International Large Cap ETF,NYSE ARCA,21-03-2024
BCIM,ABRDN BLOOMBERG INDUSTRIAL METALS STRATEGY K-1 FREE ETF ,NYSE ARCA,23-09-2021
BCLI,Brainstorm Cell Therapeutics Inc,NASDAQ,28-08-2003
BCLO,iShares BBBB CLO Active ETF,NASDAQ,30-01-2025
BCM,Barclays Bank PLC,NYSE ARCA,21-04-2011
BCML,BayCom Corp,NASDAQ,09-08-2004
BCO,Brink`s Company,NYSE,03-01-1996
BCOW,1895 Bancorp of Wisconsin Inc,NASDAQ,09-01-2019
BCPC,Balchem Corp,NASDAQ,03-06-1986
BCRX,Biocryst Pharmaceuticals Inc,NASDAQ,04-03-1994
BCS,Barclays plc,NYSE,10-09-1986
BCSF,Bain Capital Specialty Finance Inc,NYSE,15-11-2018
BCTX,BriaCell Therapeutics Corp - New,NASDAQ,28-10-2010
BCTXW,BriaCell Therapeutics Corp - Warrants (24/02/2025),NASDAQ,24-02-2021
BCUS,Trust Bancreek U.S. Large Cap ETF,NYSE ARCA,21-12-2023
BCV,Bancroft Fund Ltd,NYSE MKT,07-09-1984
BCV-P-A,Bancroft Fund Ltd,NYSE MKT,05-08-2016
BCX,BlackRock Resources & Commodities Strategy Trust,NYSE,29-03-2011
BCYC,Bicycle Therapeutics Plc,NASDAQ,23-05-2019
BDC,Belden Inc,NYSE,24-11-1993
BDCX,UBS AG London Branch,NYSE ARCA,03-06-2020
BDCZ,BDCZ,NYSE ARCA,09-10-2015
BDEC,Innovator U.S. Equity Buffer ETF - December,BATS,02-12-2019
BDGS,BRIDGES CAPITAL TACTICAL ETF ,NASDAQ,11-05-2023
BDIV,AAM Brentview Dividend Growth ETF,NYSE ARCA,31-07-2024
BDJ,BlackRock Enhanced Equity Dividend Trust,NYSE,29-08-2005
BDL,Flanigan`s Enterprises Inc,NYSE MKT,07-09-1984
BDMD,Baird Medical Investment Holdings Ltd .,NASDAQ,01-10-2024
BDMDW,Baird Medical Investment Holdings Ltd . - Warrants(01/10/2029),NASDAQ,02-10-2024
BDN,Brandywine Realty Trust,NYSE,24-07-1986
BDRX,Biodexa Pharmaceuticals Plc,NASDAQ,07-12-2015
BDRY,Breakwave Dry Bulk Shipping ETF,NYSE ARCA,22-03-2018
BDSX,Biodesix Inc,NASDAQ,28-10-2020
BDTX,Black Diamond Therapeutics Inc,NASDAQ,30-01-2020
BDVG,IMGP BERKSHIRE DIVIDEND GROWTH ETF ,NYSE ARCA,30-06-2023
BDX,Becton Dickinson & Company,NYSE,06-04-1983
BE,Bloom Energy Corp - Class A,NYSE,25-07-2018
BEAG,Bold Eagle Acquisition Corp,NASDAQ,16-12-2024
BEAGR,Bold Eagle Acquisition Corp Right,NASDAQ,16-12-2024
BEAGU,Bold Eagle Acquisition Corp - Units (1Ord Cls A & 1 Rts),NASDAQ,24-10-2024
BEAM,Beam Therapeutics Inc,NASDAQ,06-02-2020
BEAT,HeartBeam Inc,NASDAQ,11-11-2021
BEATW,HeartBeam Inc - Warrants (31/10/2026),NASDAQ,11-11-2021
BECN,Beacon Roofing Supply Inc - Class A,NASDAQ,23-09-2004
BEDU,Bright Scholar Education Holdings Ltd,NYSE,18-05-2017
BEDZ,ADVISORSHARES HOTEL ETF ,NYSE ARCA,21-04-2021
BEEM,Beam Global,NASDAQ,30-04-2010
BEEP,Mobile Infrastructure Corp,NYSE MKT,24-05-2021
BEEX,The Beehive ETF,NASDAQ,16-12-2024
BEEZ,HONEYTREE U.S. EQUITY ETF ,NASDAQ,08-11-2023
BEGS,Rareview 2x Bull Cryptocurrency & Precious Metals ETF,BATS,07-02-2025
BEKE,KE Holdings Inc,NYSE,13-08-2020
BELFA,Bel Fuse Inc - Class A,NASDAQ,07-09-1984
BELFB,Bel Fuse Inc - Class B,NASDAQ,10-07-1998
BELT,BlackRock Long-Term U.S. Equity ETF,NASDAQ,18-06-2024
BEMB,ISHARES J.P. MORGAN BROAD USD EMERGING MARKETS BOND ETF ,BATS,24-02-2023
BEN,Franklin Resources Inc,NYSE,07-09-1984
BENF,Beneficient - Class A,NASDAQ,07-06-2023
BENFW,Beneficient - Warrants (07/06/2028),NASDAQ,08-06-2023
BENJ,Horizon Landmark ETF,NYSE ARCA,23-01-2025
BEP,Brookfield Renewable Partners LP,NYSE,15-11-2005
BEP-P-A,Brookfield Renewable Partners LP 525 Class A Preferred Limited Partnership Units Series 17,NYSE,20-02-2020
BEPC,Brookfield Renewable Corporation (Exchangeable Shares) - Class A,NYSE,24-12-2024
BEPH,Brookfield BRP Holdings (Canada) Inc,NYSE,16-04-2021
BEPI,Brookfield BRP Holdings (Canada) Inc,NYSE,14-12-2021
BEPJ,Brookfield BRP Holdings (Canada) Inc,NYSE,27-03-2024
BERY,Berry Global Group Inc,NYSE,04-10-2012
BERZ,Bank of Montreal,NYSE ARCA,18-08-2021
BEST,BEST Inc,NYSE,20-09-2017
BETE,PROSHARES BITCOIN & ETHER EQUAL WEIGHT STRATEGY ETF ,NYSE ARCA,02-10-2023
BETH,PROSHARES BITCOIN & ETHER MARKET CAP WEIGHT STRATEGY ETF ,NYSE ARCA,02-10-2023
BETR,Better Home & Finance Holding Company,NYSE,24-08-2023
BETRW,Better Home & Finance Holding Co. - Warrants (23/08/2028),NASDAQ,11-05-2021
BETZ,ROUNDHILL SPORTS BETTING & IGAMING ETF ,NYSE ARCA,04-06-2020
BF-A,Brown-Forman Corp - Class A,NYSE,03-05-1973
BF-B,Brown-Forman Corp - Class B,NYSE,07-09-1984
BFAM,Bright Horizons Family Solutions Inc,NYSE,25-01-2013
BFC,Bank First Corp,NASDAQ,29-01-2002
BFEB,Innovator U.S. Equity Buffer ETF - February,BATS,03-02-2020
BFH,Bread Financial Holdings Inc,NYSE,15-06-2001
BFIN,Bankfinancial Corp,NASDAQ,28-06-2005
BFIX,BUILD BOND INNOVATION ETF ,NYSE ARCA,10-02-2022
BFK,BlackRock Municipal Income Trust,NYSE,27-07-2001
BFLY,Butterfly Network Inc - Class A,NYSE,13-07-2020
BFLY-WS,Butterfly Network Inc Wt Exp 05272025,NYSE,16-02-2021
BFOR,BARRON'S 400 ETF ,NYSE ARCA,04-06-2013
BFRG,Bullfrog AI Holdings Inc,NASDAQ,13-02-2023
BFRGW,Bullfrog AI Holdings Inc - Warrants(18/01/2028),NASDAQ,14-02-2023
BFRI,Biofrontera Inc,NASDAQ,29-10-2021
BFRIW,Biofrontera Inc - Warrants (27/10/2026),NASDAQ,29-10-2021
BFS,Saul Centers Inc,NYSE,19-08-1993
BFS-P-D,Saul Centers Inc,NYSE,18-01-2018
BFS-P-E,Saul Centers Inc,NYSE,11-09-2019
BFST,Business First Bancshares Inc,NASDAQ,11-04-2018
BFTR,BlackRock Future Innovators ETF,NYSE ARCA,01-10-2020
BFX,BFX HOSPITALITY GROUP INC,NYSE,01-11-2023
BFZ,BlackRock California Municipal Income Trust,NYSE,27-07-2001
BG,Bunge Global SA,NYSE,02-08-2001
BGB,Blackstone Strategic Credit 2027 Term Fund,NYSE,26-09-2012
BGC,BGC Group Inc - Class A,NASDAQ,10-12-1999
BGFV,Big 5 Sporting Goods Corp,NASDAQ,17-09-2002
BGH,Barings Global Short Duration High Yield Fund,NYSE,26-10-2012
BGI,Birks Group Inc - Class A,NYSE MKT,15-11-2005
BGIG,BAHL & GAYNOR INCOME GROWTH ETF ,NYSE ARCA,15-09-2023
BGLC,BioNexus Gene Lab Corp,NASDAQ,16-09-2020
BGLD,FT VEST GOLD STRATEGY QUARTERLY BUFFER ETF ,BATS,21-01-2021
BGM,Qilian International Holding Group Ltd - Class A,NASDAQ,12-08-2024
BGR,Blackrock Energy & Resources Trust,NYSE,23-12-2004
BGRN,ISHARES USD GREEN BOND ETF ,NASDAQ,27-11-2018
BGRO,BlackRock Large Cap Growth ETF,NASDAQ,05-06-2024
BGRY,Berkshire Grey Inc - Class A,NASDAQ,11-02-2021
BGRYW,Berkshire Grey Inc - Warrants (21/07/2026),NASDAQ,12-02-2021
BGS,B&G Foods Inc,NYSE,23-05-2007
BGSF,BGSF Inc,NYSE,29-04-2014
BGT,BlackRock Floating Rate Income Trust,NYSE,30-08-2004
BGX,Blackstone Long-Short Credit Income Fund,NYSE,27-01-2011
BGXX,Bright Green Corp,NASDAQ,17-05-2022
BGY,BlackRock Enhanced International Dividend Trust,NYSE,25-05-2007
BH,Biglari Holdings Inc - Class B,NYSE,25-02-1992
BH-A,Biglari Holdings Inc - Class A,NYSE,01-05-2018
BHAT,Blue Hat Interactive Entertainment Technology,NASDAQ,26-07-2019
BHB,Bar Harbor Bankshares Inc,NYSE MKT,23-09-1997
BHC,Bausch Health Companies Inc,NYSE,02-01-2001
BHE,Benchmark Electronics Inc,NYSE,28-06-1990
BHF,Brighthouse Financial Inc,NASDAQ,17-07-2017
BHFAL,Brighthouse Financial Inc,NASDAQ,14-09-2018
BHFAM,Brighthouse Financial Inc,NASDAQ,11-11-2021
BHFAN,Brighthouse Financial Inc,NASDAQ,11-11-2020
BHFAO,Brighthouse Financial Inc,NASDAQ,18-05-2020
BHFAP,Brighthouse Financial Inc,NASDAQ,18-03-2019
BHIL,Benson Hill Inc,NYSE,30-09-2021
BHIL-WS,Benson Hill Inc Wt,NYSE,30-09-2021
BHK,BlackRock Core Bond Trust,NYSE,28-11-2001
BHLB,Berkshire Hills Bancorp Inc,NYSE,28-06-2000
BHM,Bluerock Homes Trust Inc - Class A,NYSE MKT,28-09-2022
BHP,BHP Group Ltd,NYSE,29-05-1987
BHR,Braemar Hotels & Resorts Inc,NYSE,06-11-2013
BHR-P-B,Braemar Hotels & Resorts Inc,NYSE,02-05-2016
BHR-P-D,Braemar Hotels & Resorts Inc,NYSE,14-11-2018
BHRB,Burke & Herbert Financial Services Corp,NASDAQ,15-03-2001
BHV,BlackRock Virginia Municipal Bond Trust.,NYSE,26-04-2002
BHVN,Biohaven Ltd,NYSE,23-09-2022
BHYB,XTRACKERS USD HIGH YIELD BB-B EX FINANCIALS ETF ,BATS,27-10-2023
BIAF,BioAffinity Technologies Inc,NASDAQ,01-09-2022
BIAFW,BioAffinity Technologies Inc - Warrants(23/06/2027),NASDAQ,01-09-2022
BIB,PROSHARES ULTRA NASDAQ BIOTECHNOLOGY ,NASDAQ,08-04-2010
BIBL,INSPIRE 100 ETF ,NYSE ARCA,31-10-2017
BIDD,BlackRock International Dividend ETF,NYSE ARCA,18-11-2024
BIDU,Baidu Inc,NASDAQ,05-08-2005
BIGC,BigCommerce Holdings Inc Series 1,NASDAQ,05-08-2020
BIGY,YIELDMAX(TM) TARGET 12(TM) BIG 50 OPTION INCOME ETF ,NYSE ARCA,14-07-2021
BIIB,Biogen Inc,NASDAQ,17-09-1991
BIL,SPDR(R) BLOOMBERG 1-3 MONTH T-BILL ETF ,NYSE ARCA,30-05-2007
BILD,MACQUARIE GLOBAL LISTED INFRASTRUCTURE ETF ,NYSE ARCA,29-11-2023
BILI,Bilibili Inc,NASDAQ,28-03-2018
BILL,BILL Holdings Inc,NYSE,12-12-2019
BILS,SPDR BLOOMBERG 3-12 MONTH T-BILL ETF ,NYSE ARCA,24-09-2020
BILZ,PIMCO ULTRA SHORT GOVERNMENT ACTIVE EXCHANGE-TRADED FUND ,NYSE ARCA,22-06-2023
BINC,BlackRock Flexible Income ETF,NYSE ARCA,23-05-2023
BINV,BRANDES INTERNATIONAL ETF ,BATS,05-10-2023
BIO,Bio-Rad Laboratories Inc - Class A,NYSE,27-02-1980
BIO-B,Bio-Rad Laboratories Inc - Class B,NYSE,21-09-1999
BIOA,BioAge Labs Inc,NASDAQ,26-09-2024
BIOSU,BioPlus Acquisition Corp - Units (1 Ord Share Class A & 1/2 War),NASDAQ,03-12-2021
BIOX,Bioceres Crop Solutions Corp,NASDAQ,22-03-2018
BIP,Brookfield Infrastructure Partners L.P,NYSE,10-01-2008
BIP-P-A,Brookfield Infrastructure Partners L.P,NYSE,15-09-2020
BIP-P-B,Brookfield Infrastructure Partners L.P,NYSE,14-01-2021
BIPC,Brookfield Infrastructure Corp - Class A (Subordinate Share),NYSE,31-03-2020
BIPH,Brookfield Infrastructure Finance ULC,NYSE,26-05-2021
BIPI,BIP Bermuda Holdings I Ltd,NYSE,26-01-2022
BIPJ,Brookfield Infrastructure Finance ULC,NYSE,30-05-2024
BIRD,Allbirds Inc Class A,NASDAQ,03-11-2021
BIRK,Birkenstock Holding Plc,NYSE,11-10-2023
BIS,ProShares UltraShort Nasdaq Biotechnology -2x Shares,NASDAQ,08-04-2010
BIT,BlackRock Multi-Sector Income Trust,NYSE,26-02-2013
BITB,Bitwise Bitcoin ETF,NYSE ARCA,11-01-2024
BITC,BITWISE TRENDWISE BITCOIN AND TREASURIES ROTATION STRATEGY ETF ,NYSE ARCA,21-03-2023
BITF,Bitfarms Ltd,NASDAQ,28-08-2018
BITI,ProShares Short Bitcoin ETF,NYSE ARCA,21-06-2022
BITO,PROSHARES BITCOIN STRATEGY ETF ,NYSE ARCA,19-10-2021
BITQ,BITWISE CRYPTO INDUSTRY INNOVATORS ETF ,NYSE ARCA,12-05-2021
BITS,GLOBAL X BLOCKCHAIN & BITCOIN STRATEGY ETF ,NASDAQ,16-11-2021
BITU,PROSHARES ULTRA BITCOIN ETF ,NYSE ARCA,02-04-2024
BITX,2X BITCOIN STRATEGY ETF ,BATS,27-06-2023
BIV,VANGUARD INTERMEDIATE-TERM BOND INDEX FUND ETF SHARES,NYSE ARCA,10-04-2007
BIVI,BioVie Inc - Class A,NASDAQ,05-05-2014
BIZD,VANECK BDC INCOME ETF ,NYSE ARCA,12-02-2013
BJ,BJ`s Wholesale Club Holdings Inc,NYSE,28-06-2018
BJAN,Innovator U.S. Equity Buffer ETF - January,BATS,02-01-2019
BJDX,Bluejay Diagnostics Inc,NASDAQ,10-11-2021
BJK,VANECK GAMING ETF ,NASDAQ,24-01-2008
BJRI,BJ`s Restaurant Inc,NASDAQ,10-10-1996
BJUL,Innovator U.S. Equity Buffer ETF - July,BATS,29-08-2018
BJUN,Innovator U.S. Equity Buffer ETF - June,BATS,03-06-2019
